"id"	"备注"	"蚜害病评价"	"异亮氨酸"	"酩氨酸"	"样品类型"	"花色"	"单荚粒数"	"全生育日数"	"粒型"	"赤斑病评价"	"支链淀粉"	"赤斑病级"	"丙氨酸"	"锈病指数"	"译名"	"粒色"	"色氨酸"	"有效枝"	"属名"	"粗脂肪"	"省"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"天冬氨酸"	"蚜害病指数"	"亮氨酸"	"熟性"	"褐斑病评价"	"谷氨酸"	"荚宽"	"粗蛋白"	"百粒重"	"粒形"	"成熟期"	"精氨酸"	"直链淀粉"	"库编号"	"品种名称"	"均匀度"	"苏氨酸"	"蛋氨酸"	"保存编号"	"学名"	"褐斑病级"	"播种期"	"种子来源"	"锈病病级"	"原产地"	"抗涝性"	"脯氨酸"	"株高"	"组氨酸"	"单株荚数"	"保存单位"	"芽期耐盐"	"缬氨酸"	"统一编号"	"蚜害病级"	"锈病评价"	"单株产量"	"褐斑病指数"	"苯丙氨酸"	"胱氨酸"	"总淀粉"	"荚长"	"赤斑病指数"	"总和"	"科名"	"苗期耐盐"	"穗形"	"酪氨酸"	"穗柄长"	"蛋白质"	"赖氨占蛋白"	"脂肪"	"锤度"	"分枝数"	"来源地"	"结荚习性"	"分蘖性"	"荚色"	"引入时间"	"生长习性"	"丝黑穗病率"	"灌浆抗寒性"	"高程"	"水份"	"颖壳包皮度"	"幼苗色"	"壳色"	"苗期抗寒性"
"1860"	"--"	"HS"	"--"	"--"	"国外"	"白"	"25.6"	"103"	"中"	"--"	"--"	"--"	"--"	"70.4"	"YIN 85-578"	"浅绿"	"--"	"3.3"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"S"	"--"	"1.5"	"--"	"87.7"	"中厚"	"7.19"	"--"	"--"	"I2M02878"	"引85-578"	"均匀"	"--"	"--"	"578"	"Vicia faba L.(蚕豆)"	"7-9"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"82.0"	"--"	"11.3"	"河北省张家口农专"	"--"	"--"	"H0003521"	"9"	"--"	"22.6"	"70.4"	"--"	"--"	"--"	"6.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1861"	"--"	"HS"	"--"	"--"	"国外"	"白"	"19.2"	"103"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-579"	"浅绿"	"--"	"2.2"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"126.9"	"中厚"	"7.19"	"--"	"--"	"I2M02879"	"引85-579"	"均匀"	"--"	"--"	"579"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"68.0"	"--"	"7.0"	"河北省张家口农专"	"--"	"--"	"H0003522"	"9"	"--"	"24.8"	"--"	"--"	"--"	"--"	"7.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1862"	"--"	"HS"	"--"	"--"	"国外"	"白"	"18.6"	"99"	"中"	"--"	"--"	"--"	"--"	"55.6"	"YIN 85-580"	"浅绿"	"--"	"2.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"MS"	"--"	"1.6"	"--"	"109.3"	"中厚"	"7.15"	"--"	"--"	"I2M02880"	"引85-580"	"均匀"	"--"	"--"	"580"	"Vicia faba L.(蚕豆)"	"5-7"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"64.3"	"--"	"9.9"	"河北省张家口农专"	"--"	"--"	"H0003523"	"9"	"--"	"19.3"	"55.6"	"--"	"--"	"--"	"6.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1863"	"--"	"HS"	"--"	"--"	"国外"	"白"	"20.0"	"99"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-581"	"浅绿"	"--"	"2.4"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.5"	"--"	"94.3"	"中厚"	"7.15"	"--"	"--"	"I2M02881"	"引85-581"	"均匀"	"--"	"--"	"581"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"68.8"	"--"	"9.4"	"河北省张家口农专"	"--"	"--"	"H0003524"	"9"	"--"	"19.7"	"--"	"--"	"--"	"--"	"5.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1864"	"--"	"HS"	"--"	"--"	"国外"	"白"	"14.8"	"99"	"中"	"--"	"--"	"--"	"--"	"72.2"	"YIN 85-582"	"浅绿"	"--"	"1.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"S"	"--"	"1.4"	"--"	"94.8"	"中厚"	"7.15"	"--"	"--"	"I2M02882"	"引85-582"	"均匀"	"--"	"--"	"582"	"Vicia faba L.(蚕豆)"	"5-9"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"65.5"	"--"	"7.8"	"河北省张家口农专"	"--"	"--"	"H0003525"	"9"	"--"	"15.1"	"72.2"	"--"	"--"	"--"	"5.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1865"	"--"	"HS"	"--"	"--"	"国外"	"白"	"19.1"	"99"	"中"	"--"	"--"	"--"	"--"	"57.8"	"YIN 85-583"	"浅绿"	"--"	"2.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"MS"	"--"	"1.5"	"--"	"100.9"	"中厚"	"7.15"	"--"	"--"	"I2M02883"	"引85-583"	"均匀"	"--"	"--"	"583"	"Vicia faba L.(蚕豆)"	"5-7"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"66.3"	"--"	"10.0"	"河北省张家口农专"	"--"	"--"	"H0003526"	"9"	"--"	"18.4"	"57.8"	"--"	"--"	"--"	"6.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1866"	"--"	"--"	"--"	"--"	"国外"	"白"	"17.2"	"99"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-584"	"浅绿"	"--"	"2.1"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.6"	"--"	"109.9"	"中厚"	"7.15"	"--"	"--"	"I2M02884"	"引85-584"	"均匀"	"--"	"--"	"584"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"54.5"	"--"	"8.1"	"河北省张家口农专"	"--"	"--"	"H0003527"	"--"	"--"	"19.2"	"--"	"--"	"--"	"--"	"6.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1867"	"--"	"HS"	"--"	"--"	"国外"	"白"	"29.3"	"99"	"大"	"--"	"--"	"--"	"--"	"--"	"YIN 85-585"	"浅绿"	"--"	"1.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.8"	"--"	"133.9"	"中厚"	"7.15"	"--"	"--"	"I2M02885"	"引85-585"	"均匀"	"--"	"--"	"585"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"69.2"	"--"	"11.0"	"河北省张家口农专"	"--"	"--"	"H0003528"	"9"	"--"	"38.3"	"--"	"--"	"--"	"--"	"7.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1868"	"--"	"HS"	"--"	"--"	"国外"	"白"	"33.7"	"104"	"中"	"--"	"--"	"--"	"--"	"51.5"	"YIN 85-586"	"浅绿"	"--"	"2.8"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.5"	"--"	"106.9"	"中厚"	"7.20"	"--"	"--"	"I2M02886"	"引85-586"	"均匀"	"--"	"--"	"586"	"Vicia faba L.(蚕豆)"	"3-5"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"65.0"	"--"	"11.5"	"河北省张家口农专"	"--"	"--"	"H0003529"	"9"	"--"	"32.5"	"51.5"	"--"	"--"	"--"	"6.5"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1869"	"--"	"HS"	"--"	"--"	"国外"	"白"	"27.8"	"101"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-587"	"浅绿"	"--"	"2.7"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"97.2"	"中厚"	"7.17"	"--"	"--"	"I2M02887"	"引85-587"	"均匀"	"--"	"--"	"587"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"62.6"	"--"	"12.9"	"河北省张家口农专"	"--"	"--"	"H0003530"	"9"	"--"	"28.5"	"--"	"--"	"--"	"--"	"6.4"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1870"	"--"	"--"	"--"	"--"	"国外"	"白"	"23.8"	"106"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-588"	"浅绿"	"--"	"2.6"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"110.4"	"中厚"	"7.22"	"--"	"--"	"I2M02888"	"引85-588"	"均匀"	"--"	"--"	"588"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"57.4"	"--"	"9.3"	"河北省张家口农专"	"--"	"--"	"H0003531"	"--"	"--"	"25.8"	"--"	"--"	"--"	"--"	"7.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1871"	"--"	"HS"	"--"	"--"	"国外"	"白"	"28.7"	"99"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-589"	"浅绿"	"--"	"2.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"87.2"	"中厚"	"7.15"	"--"	"--"	"I2M02889"	"引85-589"	"均匀"	"--"	"--"	"589"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"60.5"	"--"	"12.0"	"河北省张家口农专"	"--"	"--"	"H0003532"	"9"	"--"	"26.1"	"--"	"--"	"--"	"--"	"6.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1872"	"--"	"--"	"--"	"--"	"国外"	"白"	"17.0"	"99"	"中"	"--"	"--"	"--"	"--"	"--"	"YIN 85-590"	"浅绿"	"--"	"1.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.3"	"--"	"84.0"	"中厚"	"7.15"	"--"	"--"	"I2M02890"	"引85-590"	"均匀"	"--"	"--"	"590"	"Vicia faba L.(蚕豆)"	"--"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"54.3"	"--"	"8.0"	"河北省张家口农专"	"--"	"--"	"H0003533"	"--"	"--"	"13.3"	"--"	"--"	"--"	"--"	"5.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1873"	"--"	"HS"	"--"	"--"	"国外"	"白"	"15.8"	"104"	"中"	"--"	"--"	"--"	"--"	"44.4"	"YIN 85-591"	"浅绿"	"--"	"2.3"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.6"	"--"	"106.1"	"中厚"	"7.20"	"--"	"--"	"I2M02891"	"引85-591"	"均匀"	"--"	"--"	"591"	"Vicia faba L.(蚕豆)"	"3-5"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"59.6"	"--"	"5.7"	"河北省张家口农专"	"--"	"--"	"H0003534"	"9"	"--"	"16.4"	"44.4"	"--"	"--"	"--"	"6.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1874"	"--"	"HS"	"--"	"--"	"国外"	"白"	"21.5"	"104"	"中"	"--"	"--"	"--"	"--"	"55.6"	"YIN 85-592"	"浅绿"	"--"	"3.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.5"	"--"	"118.0"	"中厚"	"7.20"	"--"	"--"	"I2M02892"	"引85-592"	"均匀"	"--"	"--"	"592"	"Vicia faba L.(蚕豆)"	"3-5"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"66.1"	"--"	"9.3"	"河北省张家口农专"	"--"	"--"	"H0003535"	"9"	"--"	"23.5"	"55.6"	"--"	"--"	"--"	"6.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1875"	"--"	"HS"	"--"	"--"	"国外"	"白"	"38.1"	"104"	"中"	"--"	"--"	"--"	"--"	"25.3"	"YIN 85-593"	"浅绿"	"--"	"3.5"	"Vicia(巢菜属)"	"--"	"国外"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MR"	"--"	"1.4"	"--"	"102.9"	"中厚"	"7.20"	"--"	"--"	"I2M02893"	"引85-593"	"均匀"	"--"	"--"	"593"	"Vicia faba L.(蚕豆)"	"1-3"	"4.07"	"--"	"--"	"ICARDA"	"--"	"--"	"68.0"	"--"	"15.3"	"河北省张家口农专"	"--"	"--"	"H0003536"	"9"	"--"	"35.5"	"25.3"	"--"	"--"	"--"	"6.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1876"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.3"	"206"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.1"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.5"	"--"	"76.4"	"中薄"	"5.30"	"--"	"--"	"I2M03547"	"蚕豆"	"中"	"--"	"--"	"915042"	"Vicia faba L.(蚕豆)"	"--"	"11.05"	"--"	"--"	"泾县"	"--"	"--"	"42.3"	"--"	"5.0"	"安徽省农科院作物所"	"--"	"--"	"H0003663"	"--"	"--"	"5.0"	"--"	"--"	"--"	"--"	"7.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1877"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.1"	"206"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.1"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"74.0"	"中薄"	"5.30"	"--"	"--"	"I2M03548"	"蚕豆"	"中"	"--"	"--"	"915043"	"Vicia faba L.(蚕豆)"	"--"	"11.05"	"--"	"--"	"泾县"	"--"	"--"	"46.3"	"--"	"8.1"	"安徽省农科院作物所"	"--"	"--"	"H0003664"	"--"	"--"	"11.0"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1878"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.0"	"206"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.8"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.5"	"--"	"71.0"	"中薄"	"5.30"	"--"	"--"	"I2M03551"	"蚕豆"	"中"	"--"	"--"	"915026"	"Vicia faba L.(蚕豆)"	"--"	"11.05"	"--"	"--"	"泾县"	"--"	"--"	"41.8"	"--"	"9.5"	"安徽省农科院作物所"	"--"	"--"	"H0003665"	"--"	"--"	"10.0"	"--"	"--"	"--"	"--"	"6.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1879"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.6"	"200"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"2.2"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.2"	"--"	"76.0"	"中薄"	"5.23"	"--"	"--"	"I2M03552"	"蚕豆"	"不均"	"--"	"--"	"925026"	"Vicia faba L.(蚕豆)"	"--"	"11.04"	"--"	"--"	"泾县"	"--"	"--"	"37.6"	"--"	"3.1"	"安徽省农科院作物所"	"--"	"--"	"H0003666"	"--"	"--"	"3.8"	"--"	"--"	"--"	"--"	"6.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1880"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.2"	"206"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.4"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.6"	"--"	"82.0"	"中薄"	"5.30"	"--"	"--"	"I2M03553"	"蚕豆"	"中"	"--"	"--"	"915014"	"Vicia faba L.(蚕豆)"	"--"	"11.05"	"--"	"--"	"宁国县"	"--"	"--"	"46.0"	"--"	"7.6"	"安徽省农科院作物所"	"--"	"--"	"H0003667"	"--"	"--"	"9.0"	"--"	"--"	"--"	"--"	"6.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1881"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.1"	"200"	"中"	"MS"	"--"	"5"	"--"	"55.6"	"CAN DOU"	"浅绿"	"--"	"1.2"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.6"	"--"	"77.8"	"中薄"	"5.23"	"--"	"--"	"I2M03554"	"蚕豆"	"不均"	"--"	"--"	"915060"	"Vicia faba L.(蚕豆)"	"3-7"	"11.04"	"--"	"5"	"宁国县"	"--"	"--"	"45.0"	"--"	"4.5"	"安徽省农科院作物所"	"--"	"--"	"H0003668"	"--"	"MS"	"5.7"	"44.4"	"--"	"--"	"--"	"6.7"	"57.4"	"--"	"Leguminosae(豆科)"	"--"																						
"1882"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.6"	"200"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.8"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.5"	"--"	"78.4"	"阔薄"	"5.23"	"--"	"--"	"I2M03556"	"蚕豆"	"中"	"--"	"--"	"925016"	"Vicia faba L.(蚕豆)"	"--"	"11.04"	"--"	"--"	"休宁县"	"--"	"--"	"37.8"	"--"	"3.4"	"安徽省农科院作物所"	"--"	"--"	"H0003669"	"--"	"--"	"4.5"	"--"	"--"	"--"	"--"	"6.6"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1883"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.3"	"199"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"1.1"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.3"	"--"	"60.0"	"中薄"	"5.23"	"--"	"--"	"I2M03557"	"蚕豆"	"中"	"--"	"--"	"915074"	"Vicia faba L.(蚕豆)"	"--"	"11.05"	"--"	"--"	"休宁县"	"--"	"--"	"45.7"	"--"	"4.0"	"安徽省农科院作物所"	"--"	"--"	"H0003670"	"--"	"--"	"5.0"	"--"	"--"	"--"	"--"	"5.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1884"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.2"	"208"	"中"	"MS"	"--"	"5"	"--"	"54.1"	"CAN DOU"	"浅绿"	"--"	"1.7"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"S"	"--"	"1.2"	"--"	"72.0"	"中薄"	"5.30"	"--"	"--"	"I2M03559"	"蚕豆"	"均匀"	"--"	"--"	"915061"	"Vicia faba L.(蚕豆)"	"5-7"	"11.03"	"--"	"5"	"旌德县"	"--"	"--"	"47.7"	"--"	"8.2"	"安徽省农科院作物所"	"--"	"--"	"H0003671"	"--"	"MS"	"9.6"	"68.3"	"--"	"--"	"--"	"6.0"	"58.3"	"--"	"Leguminosae(豆科)"	"--"																						
"1885"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.2"	"201"	"中"	"MS"	"--"	"3-5"	"--"	"77.8"	"CAN DOU"	"浅绿"	"--"	"1.3"	"Vicia(巢菜属)"	"--"	"安徽"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"MS"	"--"	"1.2"	"--"	"75.0"	"中薄"	"5.23"	"--"	"--"	"I2M03560"	"蚕豆"	"中"	"--"	"--"	"915069"	"Vicia faba L.(蚕豆)"	"3-5"	"11.03"	"--"	"7"	"旌德县"	"--"	"--"	"44.5"	"--"	"5.7"	"安徽省农科院作物所"	"--"	"--"	"H0003672"	"--"	"S"	"8.0"	"41.4"	"--"	"--"	"--"	"5.6"	"49.1"	"--"	"Leguminosae(豆科)"	"--"																						
"1886"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.8"	"189"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"3.3"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.5"	"--"	"74.3"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-66"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"安义县"	"--"	"--"	"84.0"	"--"	"15.6"	"江西省吉安地区农科所"	"--"	"--"	"H0003811"	"--"	"--"	"19.9"	"--"	"--"	"--"	"--"	"6.3"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1887"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.9"	"188"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"3.9"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"70.5"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-67"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"安义"	"--"	"--"	"76.0"	"--"	"8.3"	"江西省吉安地区农科所"	"--"	"--"	"H0003812"	"--"	"--"	"10.6"	"--"	"--"	"--"	"--"	"6.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1888"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.0"	"187"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"4.6"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"67.0"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-68"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"抚州"	"--"	"--"	"75.0"	"--"	"7.9"	"江西省吉安地区农科所"	"--"	"--"	"H0003813"	"--"	"--"	"9.8"	"--"	"--"	"--"	"--"	"5.9"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1889"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.3"	"188"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"4.8"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.5"	"--"	"72.1"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-69"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"广丰"	"--"	"--"	"77.0"	"--"	"10.8"	"江西省吉安地区农科所"	"--"	"--"	"H0003814"	"--"	"--"	"14.7"	"--"	"--"	"--"	"--"	"5.8"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1890"	"--"	"--"	"--"	"--"	"地方"	"紫"	"2.1"	"191"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"3.4"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.5"	"--"	"69.1"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-70"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"南城"	"--"	"--"	"87.0"	"--"	"13.1"	"江西省吉安地区农科所"	"--"	"--"	"H0003815"	"--"	"--"	"18.3"	"--"	"--"	"--"	"--"	"5.7"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1891"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.8"	"189"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"2.7"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.5"	"--"	"64.0"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-71"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"赣州市"	"--"	"--"	"83.0"	"--"	"16.4"	"江西省吉安地区农科所"	"--"	"--"	"H0003816"	"--"	"--"	"16.9"	"--"	"--"	"--"	"--"	"6.1"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1892"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.9"	"189"	"小"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"3.5"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"早"	"--"	"--"	"1.4"	"--"	"59.0"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-72"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"波阳"	"--"	"--"	"81.0"	"--"	"16.1"	"江西省吉安地区农科所"	"--"	"--"	"H0003817"	"--"	"--"	"18.7"	"--"	"--"	"--"	"--"	"6.2"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
"1893"	"--"	"--"	"--"	"--"	"地方"	"紫"	"1.9"	"192"	"中"	"--"	"--"	"--"	"--"	"--"	"CAN DOU"	"浅绿"	"--"	"3.2"	"Vicia(巢菜属)"	"--"	"江西"	"--"	"--"	"--"	"--"	"--"	"--"	"中"	"--"	"--"	"1.4"	"--"	"60.8"	"中厚"	"--"	"--"	"--"	"--"	"蚕豆"	"均匀"	"--"	"--"	"91-73"	"Vicia faba L.(蚕豆)"	"--"	"--"	"--"	"--"	"宜春"	"--"	"--"	"83.0"	"--"	"8.8"	"江西省吉安地区农科所"	"--"	"--"	"H0003818"	"--"	"--"	"9.8"	"--"	"--"	"--"	"--"	"6.0"	"--"	"--"	"Leguminosae(豆科)"	"--"																						
