"id"	"熟性"	"种子来源"	"属名"	"保存编号"	"壳"	"根腐穗病级"	"引入时间"	"省"	"穗长"	"赤霉病指数"	"条锈反应型"	"赤霉病抗性"	"抽穗期"	"保存单位"	"千粒重"	"田间抗寒性"	"系谱"	"白粉反应型"	"开花期"	"秆锈普遍率"	"赖氨酸"	"赤霉病病指"	"粗蛋白"	"叶锈普遍率"	"株高"	"穗粒数"	"原编号"	"叶锈反应型"	"白粉严重度"	"条锈普遍率"	"黄矮病"	"品种名称"	"叶锈严重度"	"芒"	"赤霉病病穗"	"原产地"	"秆锈反应型"	"抗旱性"	"样品类型"	"学名"	"秆锈严重度"	"科名"	"人工抗寒性"	"收种地"	"统一编号"	"沉淀值"	"冬春性"	"库编号"	"粒"	"硬度"	"成熟期"	"条锈严重度"	"根腐叶病级"	"染色体组"
"1265"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"红"	"R"	"--"	"国外"	"9.5"	"4.9"	"MR"	"S"	"--"	"京DR 544"	"19.5"	"--"	"D-2907-55-29-5-11"	"3"	"--"	"--"	"0.53"	"86.7"	"17.01"	"100"	"80"	"59"	"--"	"S"	"3"	"50"	"4"	"Naimus/Lukota"	"40"	"红长"	"100.0"	"墨西哥"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000435"	"--"	"春"	"--"	"白"	"--"	"--"	"10"	"S"	
"1266"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"红"	"--"	"--"	"国外"	"5.4"	"--"	"--"	"--"	"--"	"青1421"	"38.6"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"82"	"35"	"--"	"--"	"--"	"--"	"--"	"Naimus/Takota"	"--"	"长"	"--"	"--"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000436"	"--"	"弱冬"	"--"	"白"	"14.7"	"--"	"--"	"--"	
"1267"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"红"	"MR"	"--"	"国外"	"6.1"	"5.0"	"S"	"S"	"--"	"京DR 241"	"28.0"	"--"	"--"	"4"	"--"	"100"	"0.32"	"100.0"	"12.82"	"100"	"73"	"40"	"--"	"MS"	"8"	"100"	"4"	"Njoro 227"	"40"	"长"	"100.0"	"肯尼亚"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000437"	"--"	"春"	"--"	"白"	"--"	"--"	"40"	"MS"	
"1268"	"中"	"中农院"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"6.5"	"--"	"--"	"--"	"--"	"青0383"	"53.2"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"93"	"26"	"--"	"--"	"--"	"--"	"--"	"Njoro 227"	"--"	"长"	"--"	"墨西哥"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000438"	"--"	"春"	"I1B24724"	"白"	"11.4"	"--"	"--"	"--"	
"1269"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"7.6"	"5.0"	"0"	"S"	"--"	"宁087"	"46.2"	"--"	"--"	"3"	"--"	"--"	"0.43"	"100.0"	"18.03"	"100"	"103"	"50"	"--"	"MS"	"4"	"--"	"5"	"Mumber 1"	"25"	"长"	"100.0"	"加拿大"	"0"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000439"	"--"	"春"	"I1B14428"	"白"	"--"	"--"	"--"	"MS"	
"1270"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"7.0"	"5.0"	"0"	"S"	"--"	"宁088"	"48.9"	"--"	"--"	"3"	"--"	"50"	"0.46"	"100.0"	"19.04"	"100"	"132"	"52"	"--"	"MS"	"3"	"--"	"5"	"Number 2"	"40"	"长"	"100.0"	"加拿大"	"R"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"5"	"Gramineae(禾本科)"	"--"	"--"	"XM000440"	"--"	"春"	"I1B14429"	"白"	"--"	"--"	"--"	"S"	
"1271"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"7.5"	"5.0"	"0"	"S"	"--"	"宁089"	"48.2"	"--"	"--"	"3"	"--"	"--"	"0.44"	"100.0"	"16.56"	"100"	"100"	"42"	"--"	"MS"	"3"	"--"	"5"	"Number 3"	"65"	"长"	"100.0"	"加拿大"	"0"	"2"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000441"	"--"	"春"	"I1B14430"	"白"	"--"	"--"	"--"	"S"	
"1272"	"极晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.7"	"5.0"	"MS"	"S"	"--"	"陕P2420"	"50.0"	"5"	"--"	"2"	"--"	"100"	"0.45"	"100.0"	"13.64"	"100"	"135"	"23"	"--"	"S"	"4"	"100"	"7"	"NO 132"	"65"	"长"	"100.0"	"--"	"S"	"4"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"80"	"Gramineae(禾本科)"	"5"	"--"	"XM000442"	"--"	"冬"	"I1B14965"	"白"	"--"	"--"	"65"	"MR"	
"1273"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"7.6"	"5.0"	"MR"	"S"	"--"	"陕P2421"	"34.0"	"5"	"--"	"4"	"--"	"100"	"0.47"	"98.3"	"13.76"	"100"	"110"	"51"	"--"	"MS"	"4"	"100"	"7"	"NO 607"	"10"	"长"	"100.0"	"--"	"S"	"4"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"40"	"Gramineae(禾本科)"	"4"	"--"	"XM000443"	"--"	"春"	"I1B14966"	"白"	"--"	"--"	"25"	"MS"	
"1274"	"极晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"MR"	"--"	"国外"	"16.8"	"5.0"	"MS"	"S"	"--"	"陕P2422"	"50.0"	"4"	"--"	"3"	"--"	"100"	"0.54"	"100.0"	"19.36"	"100"	"120"	"29"	"--"	"S"	"5"	"100"	"7"	"NO 703"	"10"	"长"	"100.0"	"--"	"S"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"80"	"Gramineae(禾本科)"	"5"	"--"	"XM000444"	"--"	"弱冬"	"I1B14967"	"白"	"11.5"	"--"	"40"	"MS"	
"1275"	"极晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"9.6"	"--"	"--"	"--"	"--"	"陕P2423"	"45.3"	"--"	"--"	"--"	"--"	"--"	"0.34"	"--"	"10.33"	"--"	"115"	"40"	"--"	"--"	"--"	"--"	"--"	"Nodar"	"--"	"长"	"--"	"--"	"--"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000445"	"21.0"	"冬"	"I1B14968"	"白"	"13.0"	"--"	"--"	"--"	
"1276"	"早"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"5.2"	"5.0"	"S"	"S"	"--"	"宁085"	"37.4"	"--"	"--"	"4"	"--"	"30"	"0.44"	"100.0"	"14.82"	"--"	"100"	"32"	"--"	"0"	"5"	"80"	"3"	"Nora"	"--"	"长"	"100.0"	"意大利"	"S"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"2"	"Gramineae(禾本科)"	"--"	"--"	"XM000446"	"--"	"春"	"I1B28670"	"白"	"--"	"--"	"25"	"MS"	
"1277"	"中"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.5"	"5.0"	"0"	"S"	"--"	"宁086"	"49.5"	"--"	"--"	"4"	"--"	"--"	"0.38"	"100.0"	"15.25"	"100"	"95"	"31"	"--"	"MS"	"5"	"--"	"4"	"Norba"	"5"	"长"	"100.0"	"意大利"	"0"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000447"	"--"	"春"	"I1B14431"	"白"	"--"	"--"	"--"	"S"	
"1278"	"早"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.8"	"5.0"	"0"	"S"	"--"	"宁084"	"49.6"	"--"	"--"	"2"	"--"	"100"	"0.41"	"100.0"	"15.79"	"100"	"112"	"29"	"--"	"MS"	"3"	"--"	"5"	"Nargia"	"5"	"长"	"100.0"	"意大利"	"MS"	"3"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000448"	"--"	"春"	"I1B14432"	"白"	"--"	"--"	"--"	"S"	
"1279"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"红"	"MR"	"--"	"国外"	"10.3"	"4.9"	"R"	"S"	"--"	"苏11234"	"28.7"	"--"	"--"	"4"	"--"	"100"	"--"	"94.2"	"--"	"60"	"135"	"50"	"--"	"MS"	"8"	"100"	"4"	"North Russian"	"5"	"长"	"100.0"	"北俄"	"S"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"100"	"Gramineae(禾本科)"	"--"	"--"	"XM000449"	"--"	"弱冬"	"I1B26352"	"白"	"--"	"--"	"10"	"MR"	
"1280"	"晚"	"阿尔巴尼亚"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.5"	"5.0"	"S"	"S"	"--"	"京DR 243"	"30.0"	"--"	"--"	"4"	"--"	"50"	"0.59"	"100.0"	"20.19"	"--"	"85"	"55"	"--"	"0"	"6"	"50"	"6"	"NR-2"	"--"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000450"	"--"	"春"	"I1B14609"	"白"	"--"	"--"	"10"	"MR"	
"1281"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"S"	"--"	"国外"	"9.7"	"5.0"	"S"	"S"	"--"	"京DR 244"	"51.0"	"--"	"--"	"4"	"--"	"100"	"0.57"	"100.0"	"21.09"	"100"	"109"	"39"	"--"	"MS"	"6"	"50"	"6"	"Nursi"	"65"	"长"	"100.0"	"以色列"	"S"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000451"	"--"	"春"	"I1B14610"	"白"	"--"	"--"	"25"	"R"	
"1282"	"中"	"中农院"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.9"	"--"	"--"	"--"	"--"	"青0375"	"37.2"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"75"	"42"	"--"	"--"	"--"	"--"	"--"	"Duck""S"""	"--"	"长"	"--"	"--"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000243"	"--"	"弱冬"	"--"	"白"	"15.5"	"--"	"--"	"--"	
"1283"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"11.3"	"--"	"--"	"--"	"--"	"苏11210"	"42.8"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"114"	"45"	"--"	"--"	"--"	"--"	"--"	"Durasio"	"--"	"黑长"	"--"	"葡萄牙"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000244"	"--"	"弱冬"	"--"	"红"	"13.1"	"--"	"--"	"--"	
"1284"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.7"	"5.0"	"R"	"S"	"--"	"京DR 622"	"38.0"	"--"	"--"	"2"	"--"	"--"	"0.57"	"98.3"	"20.33"	"100"	"71"	"32"	"--"	"S"	"4"	"10"	"3"	"DUR-9722F4"	"25"	"长"	"100.0"	"墨西哥"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000245"	"--"	"春"	"I1B14544"	"白"	"--"	"--"	"2"	"S"	
"1285"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.2"	"5.0"	"R"	"S"	"--"	"京DR 488"	"44.1"	"--"	"--"	"3"	"--"	"100"	"0.55"	"99.2"	"19.72"	"100"	"66"	"49"	"--"	"S"	"4"	"10"	"3"	"DUR-10347F6"	"40"	"长"	"100.0"	"墨西哥"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"65"	"Gramineae(禾本科)"	"--"	"--"	"XM000246"	"--"	"春"	"I1B14545"	"白"	"--"	"--"	"2"	"S"	
"1286"	"中"	"--"	"Triticum L.(小麦属)"	"--"	"白毛"	"--"	"--"	"国外"	"5.1"	"5.0"	"0"	"S"	"--"	"宁027"	"41.3"	"--"	"--"	"3"	"--"	"10"	"0.40"	"100.0"	"14.97"	"100"	"72"	"34"	"--"	"MS"	"5"	"--"	"5"	"DUR-10409F7"	"10"	"黑长"	"100.0"	"墨西哥"	"R"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"5"	"Gramineae(禾本科)"	"--"	"--"	"XM000247"	"--"	"春"	"I1B14387"	"白"	"--"	"--"	"--"	"S"	
"1287"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.5"	"5.0"	"R"	"S"	"--"	"京DR 489"	"45.0"	"--"	"--"	"3"	"--"	"100"	"0.56"	"10.0"	"20.08"	"100"	"81"	"50"	"--"	"MS"	"6"	"10"	"3"	"DUR-10430F7"	"40"	"长"	"100.0"	"墨西哥"	"S"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"40"	"Gramineae(禾本科)"	"--"	"--"	"XM000248"	"--"	"春"	"I1B14546"	"白"	"--"	"--"	"2"	"MS"	
"1288"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.0"	"4.9"	"R"	"S"	"--"	"京DR 487"	"35.2"	"--"	"--"	"2"	"--"	"100"	"0.57"	"85.8"	"20.31"	"100"	"60"	"50"	"--"	"S"	"5"	"10"	"3"	"DUR-10254F5"	"25"	"长"	"100.0"	"墨西哥"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000249"	"--"	"春"	"I1B14547"	"白"	"--"	"--"	"2"	"S"	
"1289"	"极晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"9.2"	"5.0"	"MR"	"S"	"--"	"陕P2391"	"43.8"	"4"	"C.I 15332"	"3"	"--"	"100"	"0.43"	"100.0"	"12.83"	"2"	"95"	"33"	"--"	"MS"	"4"	"100"	"7"	"Durum"	"2"	"长"	"100.0"	"--"	"MS"	"3"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"5"	"--"	"XM000250"	"--"	"春"	"I1B14959"	"白"	"--"	"--"	"10"	"MS"	
"1290"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"9.0"	"4.9"	"R"	"S"	"--"	"京DR 476"	"28.1"	"--"	"A4090-17P-2P-1P-1B"	"2"	"--"	"100"	"0.50"	"96.7"	"17.72"	"100"	"86"	"57"	"--"	"S"	"4"	"10"	"4"	"E3728-CPE x Gz/CPE -Gz x TC 60"	"40"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000251"	"--"	"春"	"I1B14548"	"白"	"--"	"--"	"2"	"S"	
"1291"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"7.0"	"4.9"	"R"	"S"	"--"	"京DR 477"	"30.5"	"--"	"CMH80A.985-1B-3Y-1B-OY"	"2"	"--"	"100"	"0.52"	"87.5"	"18.46"	"100"	"65"	"48"	"--"	"S"	"6"	"10"	"3"	"ECO-MEX75 (2)"	"25"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000252"	"--"	"春"	"I1B14549"	"白"	"--"	"--"	"2"	"S"	
"1292"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"7.0"	"4.9"	"R"	"S"	"--"	"京DR 478"	"31.3"	"--"	"CMH80A.985-1B-3Y-5B-1Y-OB"	"3"	"--"	"100"	"0.53"	"88.3"	"18.52"	"100"	"66"	"43"	"--"	"S"	"7"	"10"	"3"	"ECO-MEX75 (2)"	"40"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000253"	"--"	"春"	"I1B14550"	"白"	"--"	"--"	"2"	"S"	
"1293"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"9.0"	"4.9"	"MS"	"S"	"--"	"京DR 479"	"31.3"	"--"	"CMH81.1016-1Y-3B-1Y-OB"	"3"	"--"	"100"	"0.57"	"89.2"	"20.35"	"100"	"71"	"49"	"--"	"S"	"5"	"100"	"4"	"ECO-MEX75 (2) x ECO-GTA""S"" (2)"	"25"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000254"	"--"	"春"	"I1B14551"	"白"	"--"	"--"	"25"	"S"	
"1294"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.0"	"4.9"	"MS"	"S"	"--"	"京DR 138"	"39.0"	"--"	"CI.17748"	"3"	"--"	"--"	"0.32"	"90.0"	"12.13"	"100"	"109"	"52"	"--"	"S"	"4"	"100"	"5"	"Edmore"	"5"	"长"	"100.0"	"美国"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000255"	"--"	"春"	"I1B14552"	"白"	"--"	"--"	"25"	"MS"	
"1295"	"中"	"中农院"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"6.6"	"--"	"--"	"--"	"--"	"青0354"	"58.4"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"135"	"36"	"--"	"--"	"--"	"--"	"--"	"Els 6404.61.4"	"--"	"黑长"	"--"	"墨西哥"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000256"	"--"	"春"	"I1B24717"	"白"	"15.8"	"--"	"--"	"--"	
"1296"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"6.5"	"--"	"--"	"--"	"--"	"青1265"	"62.8"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"87"	"29"	"--"	"--"	"--"	"--"	"--"	"Ente""s""-Maro""S"""	"--"	"长"	"--"	"--"	"--"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000257"	"--"	"弱冬"	"I1B24718"	"白"	"14.4"	"--"	"--"	"--"	
"1297"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.5"	"5.0"	"MS"	"S"	"--"	"京DR 480"	"43.0"	"--"	"CD-8153-12M-1Y-3M-1Y-1M-OY"	"3"	"--"	"100"	"0.58"	"90.8"	"20.21"	"100"	"70"	"42"	"--"	"MS"	"5"	"50"	"4"	"Ente""s""-Mexi""s"""	"25"	"长"	"100.0"	"墨西哥"	"S"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000258"	"--"	"春"	"I1B14553"	"白"	"--"	"--"	"5"	"S"	
"1298"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.5"	"5.0"	"R"	"S"	"--"	"京DR 481"	"32.2"	"--"	"CD-10437-7M-1Y-2M-1Y-OM"	"3"	"--"	"100"	"0.59"	"91.7"	"20.89"	"100"	"64"	"46"	"--"	"R"	"3"	"2"	"3"	"Erpel""s""-Ruso"	"25"	"长"	"100.0"	"墨西哥"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000259"	"--"	"春"	"I1B14554"	"白"	"--"	"--"	"2"	"S"	
"1299"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"7.5"	"5.0"	"R"	"S"	"--"	"京DR 482"	"37.5"	"--"	"CD-10437-13M-3Y-OM"	"3"	"--"	"100"	"0.56"	"92.5"	"20.51"	"100"	"60"	"46"	"--"	"R"	"3"	"2"	"5"	"Erp's'-Ruso"	"40"	"长"	"100.0"	"墨西哥"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000260"	"--"	"春"	"--"	"白"	"--"	"--"	"2"	"S"	"--"
"1300"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"6.8"	"5.0"	"R"	"S"	"--"	"京DR 483"	"33.6"	"--"	"CD-10437-13M-3Y-1M-2Y-2M-OY"	"3"	"--"	"100"	"0.55"	"93.3"	"17.47"	"100"	"70"	"50"	"--"	"R"	"4"	"10"	"3"	"Erpel""S""-Ruso"	"25"	"长"	"100.0"	"墨西哥"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"5"	"Gramineae(禾本科)"	"--"	"--"	"XM000261"	"--"	"春"	"--"	"白"	"--"	"--"	"2"	"S"	
"1301"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.0"	"5.0"	"S"	"S"	"--"	"京DR 484"	"42.2"	"--"	"CD-10437-31M-1Y-1M-1Y-OM"	"4"	"--"	"--"	"0.53"	"94.2"	"17.09"	"100"	"70"	"62"	"--"	"S"	"5"	"50"	"5"	"Erpel""S""-Ruso"	"25"	"长"	"100.0"	"--"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000262"	"--"	"春"	"I1B26924"	"白"	"--"	"--"	"10"	"S"	
"1302"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"红"	"R"	"--"	"国外"	"7.5"	"5.0"	"R"	"S"	"--"	"京DR 485"	"41.7"	"--"	"CD-10437-8Y-1M-1Y-1M-OY"	"3"	"--"	"--"	"0.55"	"95.0"	"19.74"	"100"	"76"	"49"	"--"	"S"	"3"	"10"	"4"	"Erpel""S""-Ruso"	"5"	"长"	"100.0"	"--"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000263"	"--"	"春"	"I1B14555"	"白"	"--"	"--"	"2"	"S"	
"1303"	"晚"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.0"	"5.0"	"S"	"S"	"--"	"京DR 142"	"30.0"	"--"	"--"	"4"	"--"	"50"	"0.32"	"100.0"	"12.99"	"--"	"80"	"47"	"--"	"0"	"5"	"100"	"6"	"Essaip"	"--"	"长"	"100.0"	"--"	"MS"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000264"	"--"	"春"	"I1B14556"	"白"	"--"	"--"	"40"	"MR"	
"1304"	"中"	"墨西哥"	"Triticum L.(小麦属)"	"--"	"白"	"R"	"--"	"国外"	"8.0"	"5.0"	"R"	"S"	"--"	"京DR 486"	"34.6"	"--"	"CD-29063-3Y-1Y-2M-OY"	"3"	"--"	"--"	"0.57"	"95.8"	"20.17"	"100"	"83"	"40"	"--"	"R"	"4"	"2"	"3"	"ESSAIP/GS""S""-Tc60 x MEXT""S"""	"25"	"长"	"100.0"	"墨西哥"	"0"	"--"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000265"	"--"	"春"	"I1B14557"	"白"	"--"	"--"	"2"	"S"	
"1305"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.3"	"5.0"	"0"	"S"	"--"	"宁032"	"42.0"	"--"	"--"	"3"	"--"	"100"	"0.42"	"100.0"	"16.01"	"100"	"85"	"33"	"--"	"MS"	"5"	"--"	"5"	"FD 1024"	"25"	"黑长"	"100.0"	"墨西哥"	"R"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000266"	"--"	"春"	"I1B14388"	"白"	"--"	"--"	"--"	"S"	
"1306"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.4"	"5.0"	"0"	"S"	"--"	"宁033"	"40.0"	"--"	"--"	"3"	"--"	"100"	"0.41"	"100.0"	"16.46"	"100"	"100"	"39"	"--"	"MS"	"5"	"--"	"5"	"FF 81"	"5"	"长"	"100.0"	"墨西哥"	"S"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"25"	"Gramineae(禾本科)"	"--"	"--"	"XM000267"	"--"	"春"	"I1B14389"	"白"	"--"	"--"	"--"	"S"	
"1307"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.9"	"5.0"	"0"	"S"	"--"	"宁034"	"41.0"	"--"	"--"	"3"	"--"	"100"	"0.40"	"100.0"	"14.47"	"100"	"69"	"40"	"--"	"MS"	"5"	"--"	"5"	"FF 1277"	"5"	"长"	"100.0"	"墨西哥"	"MS"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"10"	"Gramineae(禾本科)"	"--"	"--"	"XM000268"	"--"	"春"	"I1B14390"	"白"	"--"	"--"	"--"	"S"	
"1308"	"早"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"5.8"	"5.0"	"0"	"S"	"--"	"宁035"	"53.9"	"--"	"--"	"2"	"--"	"100"	"0.41"	"100.0"	"16.02"	"100"	"105"	"42"	"--"	"MS"	"4"	"--"	"5"	"FF-1343"	"2"	"长"	"100.0"	"墨西哥"	"S"	"4"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"5"	"Gramineae(禾本科)"	"--"	"--"	"XM000269"	"--"	"春"	"I1B14391"	"白"	"--"	"--"	"--"	"S"	
"1309"	"晚"	"--"	"Triticum L.(小麦属)"	"--"	"白"	"--"	"--"	"国外"	"6.3"	"5.0"	"0"	"S"	"--"	"宁036"	"40.0"	"--"	"--"	"2"	"--"	"--"	"0.38"	"100.0"	"15.08"	"100"	"70"	"35"	"--"	"MS"	"3"	"--"	"5"	"FF-2005"	"25"	"黑长"	"100.0"	"墨西哥"	"0"	"5"	"地方"	"Triticum durum Desf.(硬粒小麦)"	"--"	"Gramineae(禾本科)"	"--"	"--"	"XM000270"	"--"	"春"	"I1B14392"	"白"	"--"	"--"	"--"	"S"	
