"id"	"熟性"	"天然结实"	"科名"	"PVY"	"品种名称"	"丰产性"	"晚疫病抗性"	"大小"	"征集地点"	"淀粉含量"	"病毒抗感性"	"蒸食品质"	"肉色"	"省"	"形状"	"亲本"	"皮色"	"学名"	"统一编号"	"耐储性"	"译名"	"其它"	"属名"	"品种来源"	"PVX"	"皮光滑度"	"芽眼深浅"	"送留单位"	"花色"	"整齐度"
"654"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Mentor"	"高"	"--"	"--"	"--"	"--"	"感卷叶及束顶抗Y病毒"	"--"	"白"	"国外"	"椭圆"	"Marita×Matador"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00247"	"--"	"Mentor"	"--"	"Solanum(茄属)"	"荷兰1960年育成"	"--"	"--"	"深"	"克山"	"白"	"--"
"655"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Meise"	"中"	"--"	"--"	"原东北农科所引自东德(1956年)"	"11.9"	"感束顶、黄斑花叶"	"--"	"黄"	"国外"	"扁圆"	"Aquila×Flava"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00248"	"--"	"Meise"	"--"	"Solanum(茄属)"	"东德1956年育成"	"--"	"--"	"浅"	"克山"	"浅紫红"	"整齐"
"656"	"--"	"--"	"Solanaceae(茄科)"	"--"	"Monona"	"--"	"--"	"--"	"广东省农业局引自美国(1981年)"	"--"	"感LR病毒"	"--"	"白"	"国外"	"扁椭圆"	"U.S.D.A.B1299-15×U.S.D.A.B1268-46"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00249"	"--"	"Monona"	"--"	"Solanum(茄属)"	"美国1964年育成"	"--"	"--"	"中"	"克山"	"白"	"中"
"657"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Merrimack"	"中"	"--"	"--"	"中国农业科学院引自加拿大(1976年)"	"11.9"	"感束顶及黄斑花叶"	"--"	"黄"	"国外"	"扁圆"	"S96-56×Saranac"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00250"	"--"	"Merrimack"	"--"	"Solanum(茄属)"	"美国1954年育成"	"--"	"--"	"浅"	"克山"	"浅兰"	"整齐"
"658"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Minea"	"低"	"--"	"--"	"中国农业科学院引种室引自丹麦(1978年)"	"14.0"	"感束顶及疯斑花叶"	"--"	"白"	"国外"	"椭圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00251"	"--"	"Minea"	"--"	"Solanum(茄属)"	"丹麦"	"--"	"--"	"浅"	"克山"	"--"	"整齐"
"659"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Molchow"	"中"	"--"	"--"	"原四川省农科所引自苏联(1957年)"	"13.0"	"感束顶及LR"	"--"	"黄"	"国外"	"长椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00252"	"--"	"Molchow"	"--"	"Solanum(茄属)"	"德国"	"--"	"--"	"深"	"克山"	"白"	"不整齐"
"660"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Multa"	"高"	"--"	"--"	"广东省农业局引自美国(1981年)"	"--"	"抗Y病毒及LR"	"--"	"黄"	"国外"	"椭圆"	"OberornbacherFruhe×(Kecord×1673-1)"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00253"	"--"	"Multa"	"--"	"Solanum(茄属)"	"荷兰"	"--"	"--"	"浅"	"克山"	"浅紫红"	"中"
"661"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Muncel"	"高"	"--"	"--"	"中国农科院引自马罗尼亚(1977年)"	"10.0"	"感卷叶及束顶"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00254"	"--"	"Muncel"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"浅粉"	"整齐"
"662"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"N-565-1"	"中"	"--"	"--"	"克山农科所引自CIP(1978年)"	"11.0"	"感皱缩花叶"	"--"	"淡黄"	"国外"	"扁圆"	"Neo-tbr"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00255"	"--"	"N-565-1"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"白"	"中"
"663"	"早"	"--"	"Solanaceae(茄科)"	"--"	"Narcyz"	"低"	"--"	"--"	"农业部种子局引自波兰"	"11.0"	"感皱缩花叶及束顶"	"--"	"淡黄"	"国外"	"扁圆"	"--"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00256"	"--"	"Narcyz"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"664"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Norgold Russet"	"高"	"--"	"--"	"克山农科所引自加拿大(1978年)"	"13.0"	"感束顶"	"--"	"白"	"国外"	"扁椭圆"	"A119-1×ND2475-8"	"锈色"	"Solanum tuberosum L.(马铃薯)"	"MSG00257"	"--"	"Norgold Russet"	"--"	"Solanum(茄属)"	"美国1964年育成"	"--"	"--"	"浅"	"克山"	"浅粉紫"	"整齐"
"665"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Norchip"	"中"	"--"	"--"	"克山农科所引自加拿大(1978年)"	"13.0"	"感PVY及束顶"	"--"	"白"	"国外"	"扁椭圆"	"ND4731-1×M5009-2"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00258"	"--"	"Norchip"	"--"	"Solanum(茄属)"	"加拿大1968年育成"	"--"	"--"	"浅"	"克山"	"白"	"中"
"666"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Norland"	"高"	"--"	"--"	"克山农科所引自加拿大(1978年)"	"10.0"	"感花皱叶及LR"	"--"	"白"	"国外"	"椭圆"	"Kedkate×ND626"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00259"	"--"	"Norland"	"--"	"Solanum(茄属)"	"美国1957年育成"	"--"	"--"	"中"	"克山"	"粉紫"	"整齐"
"667"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Ocbavia"	"低"	"--"	"--"	"中国农科院引种室引自丹麦(1978年)"	"16.6"	"感皱缩花叶及LR"	"--"	"黄"	"国外"	"椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00260"	"--"	"Ocbavia"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"--"	"整齐"
"668"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Ogglomme"	"低"	"--"	"--"	"中国农科院引种室引自丹麦(1978年)"	"16.9"	"感皱缩花叶"	"--"	"黄"	"国外"	"长椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00261"	"--"	"Ogglomme"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"中"	"克山"	"白"	"不整齐"
"669"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Omeqa"	"中"	"--"	"--"	"中国农科院品资所引自西德(1979年)"	"14.9"	"感束顶"	"--"	"黄"	"国外"	"扁圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00262"	"--"	"Omeqa"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"670"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Orzel"	"中"	"--"	"--"	"中国农科院作物所引自波兰"	"12.0"	"感LR及束顶"	"--"	"黄"	"国外"	"长椭圆"	"R13×1029/41"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00263"	"--"	"Orzel"	"--"	"Solanum(茄属)"	"荷兰1958年育成"	"--"	"--"	"浅"	"克山"	"白"	"不整齐"
"671"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Ostara"	"高"	"--"	"--"	"中国农科院引自罗马尼亚(1978年)"	"12.4"	"感Y病毒,对A病毒过敏,抗LR"	"--"	"淡黄"	"国外"	"椭圆"	"Ari×Sientje"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00264"	"--"	"Ostara"	"--"	"Solanum(茄属)"	"荷兰1962年育成"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"672"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Ostbote"	"--"	"--"	"--"	"原四川省农科所引自美国"	"--"	"感束顶及LR,抗Y病毒"	"--"	"黄"	"国外"	"长圆"	"Rheinlarel×Hindenbury"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00265"	"--"	"Ostbote"	"--"	"Solanum(茄属)"	"德国1933年育成"	"--"	"--"	"深"	"克山"	"浅紫"	"中"
"673"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Ottar F6"	"高"	"--"	"--"	"中国农科院品资引自冰岛(1979年)"	"18.4"	"--"	"--"	"黄"	"国外"	"椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00266"	"--"	"Ottar F6"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"紫"	"中"
"674"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Paul wagner"	"--"	"--"	"--"	"中国农科院作物引入"	"--"	"感卷叶及束顶"	"--"	"白"	"国外"	"椭圆"	"Industrit×Jubel"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00267"	"--"	"Paul wagner"	"--"	"Solanum(茄属)"	"德国1928年育成"	"--"	"--"	"中"	"克山"	"白"	"--"
"675"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Pierwiosnek"	"低"	"--"	"--"	"沈阳农学院引自波兰(1957年)"	"--"	"感花皱叶及束顶"	"--"	"白"	"国外"	"圆"	"Samling×Samling"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00268"	"--"	"Pierwiosnek"	"--"	"Solanum(茄属)"	"波兰"	"--"	"--"	"中"	"克山"	"浅紫"	"--"
"676"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Parnassia"	"低"	"--"	"--"	"--"	"16.0"	"感LR及束顶"	"--"	"白"	"国外"	"长椭圆"	"DeataehesReich×Tubel"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00269"	"--"	"Parnassia"	"--"	"Solanum(茄属)"	"德国1913年育成"	"--"	"--"	"中"	"克山"	"紫红"	"整齐"
"677"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Pentland crown"	"高"	"--"	"--"	"--"	"--"	"抗LR及Y病毒,感X病毒"	"--"	"白"	"国外"	"圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00270"	"--"	"Pentland crown"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"678"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Pontiac"	"高"	"--"	"--"	"克山农科所引自加拿大(1978年)"	"10.0"	"感轻花叶及卷叶"	"--"	"白"	"国外"	"扁椭圆"	"Katahdin×Triumph"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00271"	"--"	"Pontiac"	"--"	"Solanum(茄属)"	"美国1938年育成"	"--"	"--"	"中"	"克山"	"蓝紫"	"整齐"
"679"	"晚"	"--"	"Solanaceae(茄科)"	"--"	"Primura"	"低"	"--"	"--"	"中国农科院品资所引自丹麦"	"--"	"感 皱缩花叶及黄斑花叶"	"--"	"淡黄"	"国外"	"椭圆"	"Sirtema×Majestic"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00272"	"--"	"Primura"	"--"	"Solanum(茄属)"	"荷兰1963年育成"	"--"	"--"	"浅"	"克山"	"白"	"--"
"680"	"--"	"--"	"Solanaceae(茄科)"	"--"	"Preimere"	"高"	"--"	"--"	"中央农业部种子局引自美国(1980年)"	"--"	"感束顶及A病毒"	"--"	"淡黄"	"国外"	"扁椭圆"	"Civa×Provita"	"淡黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00273"	"--"	"Preimere"	"--"	"Solanum(茄属)"	"荷兰1896-1901年育成"	"--"	"--"	"浅"	"克山"	"粉紫"	"整齐"
"681"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Raritan"	"中"	"--"	"--"	"克山农科所引自CIP(1978年)"	"14.9"	"微感束顶,LR和Y病毒,抗X病毒"	"--"	"白"	"国外"	"扁椭圆"	"NJ834(29)×F4519"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00274"	"--"	"Raritan"	"--"	"Solanum(茄属)"	"美国1970年育成"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"682"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Red Larouge E1"	"--"	"--"	"--"	"广东省农业局(1981年)"	"--"	"--"	"--"	"淡黄"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00275"	"--"	"Red Larouge E1"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"紫"	"整齐"
"683"	"--"	"--"	"Solanaceae(茄科)"	"--"	"Redhevgad"	"中"	"--"	"--"	"中国农科院引自丹麦"	"17.4"	"感束顶LR"	"--"	"黄"	"国外"	"椭圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00276"	"--"	"Redhevgad"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"紫"	"不整齐"
"684"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Reina"	"中"	"--"	"--"	"中国农科院引种室引自比利时(1978年)"	"13.4"	"感束顶及花叶"	"--"	"黄"	"国外"	"长椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00277"	"--"	"Reina"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"--"	"整齐"
"685"	"中晚"	"--"	"Solanaceae(茄科)"	"--"	"Rose Mierev"	"低"	"--"	"--"	"自苏联引入"	"13.0"	"感花叶及卷叶"	"--"	"白"	"国外"	"圆"	"--"	"红"	"Solanum tuberosum L.(马铃薯)"	"MSG00278"	"--"	"Rose Mierev"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"紫"	"整齐"
"686"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"Roxane"	"中"	"--"	"--"	"中国农科院引自比利时(1978年)"	"13.9"	"感黄斑花叶及束顶"	"--"	"黄"	"国外"	"扁椭圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00279"	"--"	"Roxane"	"--"	"Solanum(茄属)"	"--"	"--"	"--"	"浅"	"克山"	"浅蓝紫"	"整齐"
"687"	"中"	"--"	"Solanaceae(茄科)"	"--"	"Royal Kidney"	"--"	"--"	"--"	"--"	"--"	"感花叶"	"--"	"淡黄"	"国外"	"卵圆"	"--"	"黄"	"Solanum tuberosum L.(马铃薯)"	"MSG00280"	"--"	"Royal Kidney"	"--"	"Solanum(茄属)"	"美国1899年育成"	"--"	"--"	"中"	"克山"	"紫红"	"不整齐"
"688"	"中"	"--"	"Solanaceae(茄科)"	"--"	"S41956"	"中"	"--"	"--"	"原四川省农科所引自美国"	"8.0"	"感 Y与LR病毒及束顶,对X病毒免疫"	"--"	"白"	"国外"	"扁圆"	"S.G.S9-1×B24642"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00281"	"--"	"S41956"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"克山"	"紫红"	"整齐"
"689"	"中"	"--"	"Solanaceae(茄科)"	"--"	"S47102"	"中"	"--"	"--"	"原四川省农科所引自美国"	"8.0"	"感LR病毒"	"--"	"白"	"国外"	"椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00282"	"--"	"S47102"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"克山"	"浅紫"	"中"
"690"	"中"	"--"	"Solanaceae(茄科)"	"--"	"S47148"	"中"	"--"	"--"	"原四川省农科所引自美国"	"11.0"	"感花皱叶及LR"	"--"	"白"	"国外"	"扁圆"	"--"	"黄白"	"Solanum tuberosum L.(马铃薯)"	"MSG00283"	"--"	"S47148"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"浅"	"克山"	"白"	"整齐"
"691"	"中早"	"--"	"Solanaceae(茄科)"	"--"	"S96-56"	"低"	"--"	"--"	"原四川省农科所引自美国"	"12.0"	"感花叶,束顶及丛矮"	"--"	"白"	"国外"	"长椭圆"	"--"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00284"	"--"	"S96-56"	"--"	"Solanum(茄属)"	"美国"	"--"	"--"	"中"	"克山"	"白"	"整齐"
"692"	"早"	"--"	"Solanaceae(茄科)"	"--"	"Sable"	"高"	"--"	"--"	"中国农科院引自加拿大"	"9.5"	"感束顶LR抗Y病毒"	"--"	"白"	"国外"	"椭圆"	"F5294×F4724"	"白"	"Solanum tuberosum L.(马铃薯)"	"MSG00285"	"--"	"Sable"	"--"	"Solanum(茄属)"	"加拿大1965年育成"	"--"	"--"	"浅"	"克山"	"浅粉紫"	"整齐"
