"id"	"异亮氨酸"	"单位编号"	"样品类型"	"棱翅"	"花色"	"蛋氨酸"	"维生素PP"	"主茎节数"	"酪氨酸"	"硒"	"苯丙氨酸"	"籽粒形状"	"脂肪"	"译名"	"磷"	"色氨酸"	"千粒重"	"苏氨酸"	"属名"	"种子来源地"	"丝氨酸"	"赖氨酸"	"甘氨酸"	"谷壳率"	"天冬氨酸"	"生育日数"	"茎色"	"谷氨酸"	"省"	"类型"	"精氨酸"	"库编号"	"品种名称"	"倒伏性"	"主茎分枝数"	"株型"	"丙氨酸"	"学名"	"叶色"	"维生素E"	"腹沟"	"铁"	"脯氨酸"	"籽粒颜色"	"株高"	"组氨酸"	"保存单位"	"缬氨酸"	"锌"	"统一编号"	"铜"	"蛋白质"	"落粒性"	"胱氨酸"	"亮氨酸"	"钙"	"总和"	"单株粒重"	"锰"	"科名"
"362"	"--"	"23"	"地方"	"无"	"白"	"--"	"1.58"	"8.0"	"--"	"--"	"--"	"三棱"	"2.32"	"QIAO MAI"	"--"	"--"	"27.2"	"--"	"Fagopyrum(荞麦属)"	"合山市"	"--"	"0.48"	"--"	"22.80"	"--"	"91"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M02240"	"荞麦"	"不抗"	"3.4"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"0.77"	"无"	"--"	"--"	"褐"	"70.2"	"--"	"广西农科院品资所"	"--"	"--"	"00002329"	"--"	"8.37"	"--"	"--"	"--"	"--"	"--"	"0.50"	"--"	"Polygonum(蓼科)"
"363"	"--"	"24"	"地方"	"无"	"白"	"--"	"0.40"	"7.2"	"--"	"--"	"--"	"三棱"	"2.63"	"QIU QIAO MAI"	"--"	"--"	"27.6"	"--"	"Fagopyrum(荞麦属)"	"柳江"	"--"	"0.68"	"--"	"21.70"	"--"	"93"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M02241"	"秋荞麦"	"不抗"	"1.8"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"0.64"	"无"	"--"	"--"	"褐"	"64.5"	"--"	"广西农科院品资所"	"--"	"--"	"00002330"	"--"	"11.42"	"--"	"--"	"--"	"--"	"--"	"1.10"	"--"	"Polygonum(蓼科)"
"364"	"--"	"25"	"地方"	"无"	"白"	"--"	"1.10"	"7.9"	"--"	"--"	"--"	"三棱"	"2.28"	"QIAO MAI"	"--"	"--"	"30.1"	"--"	"Fagopyrum(荞麦属)"	"武宣"	"--"	"0.47"	"--"	"23.30"	"--"	"91"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M02242"	"荞麦"	"不抗"	"3.2"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"2.16"	"无"	"--"	"--"	"褐"	"67.0"	"--"	"广西农科院品资所"	"--"	"--"	"00002331"	"--"	"9.11"	"--"	"--"	"--"	"--"	"--"	"1.50"	"--"	"Polygonum(蓼科)"
"365"	"--"	"26"	"地方"	"无"	"白"	"--"	"2.50"	"7.5"	"--"	"--"	"--"	"三棱"	"2.13"	"QIU QIAO MAI"	"--"	"--"	"27.0"	"--"	"Fagopyrum(荞麦属)"	"融安"	"--"	"0.40"	"--"	"22.20"	"--"	"98"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M01974"	"秋荞麦"	"不抗"	"3.0"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"1.03"	"无"	"--"	"--"	"褐"	"75.2"	"--"	"广西农科院品资所"	"--"	"--"	"00002332"	"--"	"6.88"	"--"	"--"	"--"	"--"	"--"	"0.50"	"--"	"Polygonum(蓼科)"
"366"	"--"	"27"	"地方"	"无"	"白"	"--"	"6.05"	"8.2"	"--"	"--"	"--"	"三棱"	"2.55"	"CHUN QIAO MAI"	"--"	"--"	"30.3"	"--"	"Fagopyrum(荞麦属)"	"忻城"	"--"	"0.60"	"--"	"23.10"	"--"	"88"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M02243"	"春荞麦"	"不抗"	"2.5"	"紧凑"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"0.79"	"无"	"--"	"--"	"褐"	"71.4"	"--"	"广西农科院品资所"	"--"	"--"	"00002333"	"--"	"11.76"	"--"	"--"	"--"	"--"	"--"	"2.70"	"--"	"Polygonum(蓼科)"
"367"	"--"	"28"	"地方"	"无"	"粉红"	"--"	"1.58"	"8.0"	"--"	"--"	"--"	"三棱"	"2.39"	"QIAO MAI"	"--"	"--"	"33.6"	"--"	"Fagopyrum(荞麦属)"	"融水"	"--"	"0.55"	"--"	"24.10"	"--"	"88"	"紫"	"--"	"广西"	"甜荞"	"--"	"I1M02244"	"荞麦"	"不抗"	"6.7"	"松散"	"--"	"Fagopyrum esculentum Moench(甜荞)"	"浅绿"	"0.43"	"无"	"--"	"--"	"褐"	"82.9"	"--"	"广西农科院品资所"	"--"	"--"	"00002334"	"--"	"11.55"	"--"	"--"	"--"	"--"	"--"	"1.80"	"--"	"Polygonum(蓼科)"
"368"	"--"	"WK-1"	"国外"	"无"	"黄绿"	"--"	"--"	"26.7"	"--"	"--"	"--"	"长锥"	"--"	"87-14(F3091)"	"--"	"--"	"21.8"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-14(F3091)"	"抗"	"5.1"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"褐"	"155.2"	"--"	"中国农科院品资所"	"--"	"--"	"00002396"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.22"	"--"	"Polygonum(蓼科)"
"369"	"--"	"WK-2"	"国外"	"无"	"黄绿"	"--"	"--"	"23.2"	"--"	"--"	"--"	"桃形"	"--"	"87-19(F6001)"	"--"	"--"	"18.0"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-19(F6001)"	"抗"	"11.0"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"138.5"	"--"	"中国农科院品资所"	"--"	"--"	"00002397"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.27"	"--"	"Polygonum(蓼科)"
"370"	"--"	"WK-3"	"国外"	"无"	"黄绿"	"--"	"--"	"23.2"	"--"	"--"	"--"	"桃形"	"--"	"87-21(F6040)"	"--"	"--"	"20.7"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-21(F6040)"	"抗"	"7.0"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"126.0"	"--"	"中国农科院品资所"	"--"	"--"	"00002398"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.10"	"--"	"Polygonum(蓼科)"
"371"	"--"	"WK-4"	"国外"	"无"	"黄绿"	"--"	"--"	"23.5"	"--"	"--"	"--"	"桃形"	"--"	"87-22(F6063)"	"--"	"--"	"21.4"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-22(F6063)"	"抗"	"7.5"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"132.2"	"--"	"中国农科院品资所"	"--"	"--"	"00002399"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.15"	"--"	"Polygonum(蓼科)"
"372"	"--"	"WK-5"	"国外"	"无"	"黄绿"	"--"	"3.20"	"25.0"	"--"	"--"	"--"	"桃形"	"1.13"	"87-23(F6080)"	"--"	"--"	"25.7"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"0.39"	"--"	"--"	"--"	"97"	"淡红"	"--"	"国外"	"苦荞"	"--"	"I1M02014"	"87-23(F6080)"	"抗"	"5.9"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"1.27"	"有"	"--"	"--"	"灰"	"130.6"	"--"	"中国农科院品资所"	"--"	"--"	"00002400"	"--"	"7.41"	"--"	"--"	"--"	"--"	"--"	"0.14"	"--"	"Polygonum(蓼科)"
"373"	"--"	"WK-6"	"国外"	"无"	"黄绿"	"--"	"--"	"23.9"	"--"	"--"	"--"	"桃形"	"--"	"87-24(F6147)"	"--"	"--"	"21.6"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"97"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-24(F6147)"	"抗"	"8.8"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"143.7"	"--"	"中国农科院品资所"	"--"	"--"	"00002401"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.23"	"--"	"Polygonum(蓼科)"
"374"	"--"	"WK-7"	"国外"	"无"	"黄绿"	"--"	"4.24"	"22.8"	"--"	"--"	"--"	"桃形"	"1.29"	"87-25(F6224)"	"--"	"--"	"20.3"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"0.45"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"I1M02015"	"87-25(F6224)"	"抗"	"7.5"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"1.29"	"有"	"--"	"--"	"灰"	"148.0"	"--"	"中国农科院品资所"	"--"	"--"	"00002402"	"--"	"7.23"	"--"	"--"	"--"	"--"	"--"	"0.22"	"--"	"Polygonum(蓼科)"
"375"	"--"	"WK-8"	"国外"	"无"	"黄绿"	"--"	"5.12"	"24.1"	"--"	"--"	"--"	"长锥"	"1.40"	"87-26(F6245)"	"--"	"--"	"23.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"0.44"	"--"	"--"	"--"	"98"	"淡红"	"--"	"国外"	"苦荞"	"--"	"I1M02016"	"87-26(F6245)"	"抗"	"8.5"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"1.25"	"有"	"--"	"--"	"褐"	"144.3"	"--"	"中国农科院品资所"	"--"	"--"	"00002403"	"--"	"8.31"	"--"	"--"	"--"	"--"	"--"	"0.16"	"--"	"Polygonum(蓼科)"
"376"	"--"	"WK-9"	"国外"	"无"	"黄绿"	"--"	"--"	"24.5"	"--"	"--"	"--"	"长锥"	"--"	"87-27(F6273)"	"--"	"--"	"23.0"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"98"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-27(F6273)"	"抗"	"6.9"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"148.0"	"--"	"中国农科院品资所"	"--"	"--"	"00002404"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.22"	"--"	"Polygonum(蓼科)"
"377"	"--"	"WK-10"	"国外"	"无"	"黄绿"	"--"	"4.56"	"24.0"	"--"	"--"	"--"	"长锥"	"1.80"	"87-28(F6286)"	"--"	"--"	"21.6"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"0.46"	"--"	"--"	"--"	"97"	"淡红"	"--"	"国外"	"苦荞"	"--"	"I1M02017"	"87-28(F6286)"	"抗"	"5.2"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"1.27"	"有"	"--"	"--"	"灰"	"150.5"	"--"	"中国农科院品资所"	"--"	"--"	"00002405"	"--"	"7.51"	"--"	"--"	"--"	"--"	"--"	"0.32"	"--"	"Polygonum(蓼科)"
"378"	"--"	"WK-11"	"国外"	"无"	"黄绿"	"--"	"3.98"	"22.8"	"--"	"--"	"--"	"长锥"	"1.16"	"87-29(F6378)"	"--"	"--"	"21.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"0.40"	"--"	"--"	"--"	"96"	"淡红"	"--"	"国外"	"苦荞"	"--"	"I1M02018"	"87-29(F6378)"	"抗"	"5.5"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"1.08"	"有"	"--"	"--"	"灰"	"150.0"	"--"	"中国农科院品资所"	"--"	"--"	"00002406"	"--"	"6.66"	"--"	"--"	"--"	"--"	"--"	"0.25"	"--"	"Polygonum(蓼科)"
"379"	"--"	"WK-12"	"国外"	"无"	"黄绿"	"--"	"--"	"23.1"	"--"	"--"	"--"	"长锥"	"--"	"87-30(F6430)"	"--"	"--"	"22.1"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"98"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-30(F6430)"	"抗"	"6.2"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"141.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002407"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.19"	"--"	"Polygonum(蓼科)"
"380"	"--"	"WK-14"	"国外"	"无"	"黄绿"	"--"	"--"	"23.8"	"--"	"--"	"--"	"长锥"	"--"	"87-33(F7067)"	"--"	"--"	"22.7"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-33(F7067)"	"抗"	"7.2"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"148.9"	"--"	"中国农科院品资所"	"--"	"--"	"00002408"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.15"	"--"	"Polygonum(蓼科)"
"381"	"--"	"WK-15"	"国外"	"无"	"黄绿"	"--"	"--"	"26.0"	"--"	"--"	"--"	"长锥"	"--"	"87-34(F7108)"	"--"	"--"	"22.3"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"97"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-34(F7108)"	"抗"	"9.1"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"151.1"	"--"	"中国农科院品资所"	"--"	"--"	"00002409"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.24"	"--"	"Polygonum(蓼科)"
"382"	"--"	"WK-16"	"国外"	"无"	"黄绿"	"--"	"--"	"22.8"	"--"	"--"	"--"	"桃形"	"--"	"87-36(F8031)"	"--"	"--"	"20.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"99"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-36(F8031)"	"抗"	"7.2"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"灰"	"110.9"	"--"	"中国农科院品资所"	"--"	"--"	"00002410"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.10"	"--"	"Polygonum(蓼科)"
"383"	"--"	"WK-17"	"国外"	"无"	"黄绿"	"--"	"--"	"25.7"	"--"	"--"	"--"	"长锥"	"--"	"87-41(F9016)"	"--"	"--"	"19.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"95"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-41(F9016)"	"抗"	"6.9"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"111.9"	"--"	"中国农科院品资所"	"--"	"--"	"00002411"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.72"	"--"	"Polygonum(蓼科)"
"384"	"--"	"WK-19"	"国外"	"无"	"黄绿"	"--"	"--"	"26.0"	"--"	"--"	"--"	"长锥"	"--"	"87-43(F9029)"	"--"	"--"	"21.0"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-43(F9029)"	"不抗"	"7.7"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"132.6"	"--"	"中国农科院品资所"	"--"	"--"	"00002412"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.99"	"--"	"Polygonum(蓼科)"
"385"	"--"	"WK-22"	"国外"	"无"	"黄绿"	"--"	"--"	"29.1"	"--"	"--"	"--"	"短锥"	"--"	"87-46(F9035)"	"--"	"--"	"19.4"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-46(F9035)"	"抗"	"5.8"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"绿"	"--"	"有"	"--"	"--"	"黑"	"137.5"	"--"	"中国农科院品资所"	"--"	"--"	"00002413"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.07"	"--"	"Polygonum(蓼科)"
"386"	"--"	"WK-24"	"国外"	"无"	"黄绿"	"--"	"--"	"22.6"	"--"	"--"	"--"	"长锥"	"--"	"87-48(F9074)"	"--"	"--"	"16.7"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"90"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-48(F9074)"	"抗"	"8.5"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"101.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002414"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.56"	"--"	"Polygonum(蓼科)"
"387"	"--"	"WK-25"	"国外"	"无"	"黄绿"	"--"	"--"	"24.3"	"--"	"--"	"--"	"长锥"	"--"	"87-49(F9081)"	"--"	"--"	"19.3"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"91"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-49(F9081)"	"抗"	"6.5"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"105.4"	"--"	"中国农科院品资所"	"--"	"--"	"00002415"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.96"	"--"	"Polygonum(蓼科)"
"388"	"--"	"WK-26"	"国外"	"无"	"黄绿"	"--"	"--"	"25.0"	"--"	"--"	"--"	"长锥"	"--"	"87-50(F9085)"	"--"	"--"	"18.0"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"89"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-50(F9085)"	"抗"	"6.5"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"93.9"	"--"	"中国农科院品资所"	"--"	"--"	"00002416"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.88"	"--"	"Polygonum(蓼科)"
"389"	"--"	"WK-27"	"国外"	"无"	"黄绿"	"--"	"--"	"25.1"	"--"	"--"	"--"	"长锥"	"--"	"87-51(F9096)"	"--"	"--"	"20.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"88"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-51(F9096)"	"抗"	"7.8"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"95.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002417"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"5.00"	"--"	"Polygonum(蓼科)"
"390"	"--"	"WK-28"	"国外"	"无"	"黄绿"	"--"	"--"	"31.8"	"--"	"--"	"--"	"长锥"	"--"	"87-52(F9098)"	"--"	"--"	"20.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"89"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-52(F9098)"	"抗"	"8.0"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"100.7"	"--"	"中国农科院品资所"	"--"	"--"	"00002418"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.33"	"--"	"Polygonum(蓼科)"
"391"	"--"	"WK-29"	"国外"	"无"	"黄绿"	"--"	"--"	"24.9"	"--"	"--"	"--"	"长锥"	"--"	"87-53(F9118)"	"--"	"--"	"20.5"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"89"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-53(F9118)"	"抗"	"8.2"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"99.7"	"--"	"中国农科院品资所"	"--"	"--"	"00002419"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"3.17"	"--"	"Polygonum(蓼科)"
"392"	"--"	"WK-30"	"国外"	"无"	"黄绿"	"--"	"--"	"28.1"	"--"	"--"	"--"	"长锥"	"--"	"87-54(F9127)"	"--"	"--"	"20.1"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"91"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-54(F9127)"	"抗"	"7.8"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"95.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002420"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.93"	"--"	"Polygonum(蓼科)"
"393"	"--"	"WK-31"	"国外"	"无"	"黄绿"	"--"	"--"	"26.7"	"--"	"--"	"--"	"长锥"	"--"	"87-55(F9131)"	"--"	"--"	"20.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-55(F9131)"	"抗"	"8.3"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"101.2"	"--"	"中国农科院品资所"	"--"	"--"	"00002421"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.96"	"--"	"Polygonum(蓼科)"
"394"	"--"	"WK-32"	"国外"	"无"	"黄绿"	"--"	"--"	"28.7"	"--"	"--"	"--"	"长锥"	"--"	"87-56(F9132)"	"--"	"--"	"19.6"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-56(F9132)"	"抗"	"8.5"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"103.3"	"--"	"中国农科院品资所"	"--"	"--"	"00002422"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.00"	"--"	"Polygonum(蓼科)"
"395"	"--"	"WK-33"	"国外"	"无"	"黄绿"	"--"	"--"	"26.0"	"--"	"--"	"--"	"长锥"	"--"	"87-57(F9135)"	"--"	"--"	"19.7"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"90"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-57(F9135)"	"抗"	"7.9"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"102.5"	"--"	"中国农科院品资所"	"--"	"--"	"00002423"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.95"	"--"	"Polygonum(蓼科)"
"396"	"--"	"WK-34"	"国外"	"无"	"黄绿"	"--"	"--"	"23.9"	"--"	"--"	"--"	"长锥"	"--"	"87-60(F9148)"	"--"	"--"	"21.9"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"97"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-60(F9148)"	"抗"	"7.2"	"紧凑"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"107.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002424"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"0.70"	"--"	"Polygonum(蓼科)"
"397"	"--"	"WK-35"	"国外"	"无"	"黄绿"	"--"	"--"	"26.1"	"--"	"--"	"--"	"长锥"	"--"	"87-64(F9084)"	"--"	"--"	"22.0"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-64(F9084)"	"抗"	"8.2"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"85.9"	"--"	"中国农科院品资所"	"--"	"--"	"00002425"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"2.00"	"--"	"Polygonum(蓼科)"
"398"	"--"	"WK-36"	"国外"	"无"	"黄绿"	"--"	"--"	"20.9"	"--"	"--"	"--"	"长锥"	"--"	"87-65(F9103)"	"--"	"--"	"20.4"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"93"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-65(F9103)"	"抗"	"7.5"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"灰"	"87.8"	"--"	"中国农科院品资所"	"--"	"--"	"00002426"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.38"	"--"	"Polygonum(蓼科)"
"399"	"--"	"WK-37"	"国外"	"无"	"黄绿"	"--"	"--"	"21.2"	"--"	"--"	"--"	"长锥"	"--"	"87-66(F9109)"	"--"	"--"	"19.2"	"--"	"Fagopyrum(荞麦属)"	"尼泊尔"	"--"	"--"	"--"	"--"	"--"	"95"	"淡红"	"--"	"国外"	"苦荞"	"--"	"--"	"87-66(F9109)"	"抗"	"10.1"	"松散"	"--"	"Fagopyrum tataricum (L.) Gaertn(苦荞)"	"浅绿"	"--"	"有"	"--"	"--"	"黑"	"82.5"	"--"	"中国农科院品资所"	"--"	"--"	"00002427"	"--"	"--"	"--"	"--"	"--"	"--"	"--"	"1.36"	"--"	"Polygonum(蓼科)"
